status,input_records,input_meta,answer_changed_n,answer_unchanged_n,best_layer,best_feature,best_roc_auc,best_average_precision,all_layer_probe,length_only_control,probe_seed,length_only_control_weakens_interpretation,indexing_verified,indexing_policy,previous_labels,recommended_paper_treatment
APPROVE_WITH_WARNINGS,data/raw_runs/trajectory_rationale_followup/hidden_state_divergence_records.csv,data/raw_runs/trajectory_rationale_followup/run_meta.json,151,99,10,l2_distance,0.6787744999665529,0.7690096289503635,"{""status"": ""passed"", ""feature_set"": ""all_layer_l2_cosine_relative_norm"", ""n_features"": 84, ""cv_folds"": 5, ""implementation"": ""numpy_gradient_descent_l2"", ""roc_auc"": 0.6370325774299285, ""average_precision"": 0.7045394449428537, ""accuracy"": 0.62, ""balanced_accuracy"": 0.5932503846411131}","{""status"": ""passed"", ""feature_set"": ""length_only_prompt_and_output_lengths"", ""n_features"": 7, ""cv_folds"": 5, ""implementation"": ""numpy_gradient_descent_l2"", ""roc_auc"": 0.7525510204081632, ""average_precision"": 0.8133208144367569, ""accuracy"": 0.704, ""balanced_accuracy"": 0.6786385606874328}",13,True,True,"{""clean_baseline"": {""condition"": ""clean_baseline"", ""num_decoder_layers"": 28, ""hidden_states_tuple_present"": true, ""hidden_states_tuple_length"": 29, ""expected_hidden_states_tuple_length"": 29, ""hidden_states_0_is_embedding_input"": true, ""feature_vectors_use_hooks_not_tuple"": true, ""layer27_final_norm_ambiguity_avoided_by_hooks"": true, ""hidden_states_1_vs_hook_layer0_max_abs_diff"": 0.0, ""hidden_states_last_vs_hook_last_layer_max_abs_diff"": 113.42498779296875, ""hidden_states_last_note"": ""Nonzero difference indicates HF hidden_states[-1] includes final norm; reported features use hook-captured decoder block output.""}, ""direct_swap"": {""condition"": ""direct_swap"", ""num_decoder_layers"": 28, ""hidden_states_tuple_present"": true, ""hidden_states_tuple_length"": 29, ""expected_hidden_states_tuple_length"": 29, ""hidden_states_0_is_embedding_input"": true, ""feature_vectors_use_hooks_not_tuple"": true, ""layer27_final_norm_ambiguity_avoided_by_hooks"": true, ""hidden_states_1_vs_hook_layer0_max_abs_diff"": 0.0, ""hidden_states_last_vs_hook_last_layer_max_abs_diff"": 112.73712158203125, ""hidden_states_last_note"": ""Nonzero difference indicates HF hidden_states[-1] includes final norm; reported features use hook-captured decoder block output.""}, ""feature_source"": ""forward_hooks_pre_final_norm_decoder_block_outputs"", ""final_prompt_token_index"": 119}","{""answer_changed_n"": 155, ""answer_unchanged_n"": 95, ""best_single_layer_auc"": {""layer"": 10, ""metric"": ""l2_distance"", ""feature"": ""l2_L10"", ""roc_auc"": 0.6900509337860781, ""average_precision"": 0.798258674061114, ""n_samples"": 250, ""positive_rate_answer_changed"": 0.62}, ""all_layer_probe"": {""status"": ""passed"", ""feature_set"": ""all_layer_l2_cosine_relative_norm"", ""n_features"": 84, ""cv_folds"": 5, ""implementation"": ""numpy_gradient_descent_l2"", ""roc_auc"": 0.7022750424448218, ""average_precision"": 0.7540881003863519, ""accuracy"": 0.696, ""balanced_accuracy"": 0.6713073005093378}}",keep appendix with revised caveat
